/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P012R001A025.skeleton,25,12
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P007R001A014.skeleton,14,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C003P008R001A029.skeleton,29,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C002P008R001A020.skeleton,20,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P015R001A034.skeleton,34,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P007R001A049.skeleton,49,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P025R001A027.skeleton,27,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C002P017R001A043.skeleton,43,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C001P007R001A025.skeleton,25,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P026R001A039.skeleton,39,26
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P008R001A022.skeleton,22,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P035R001A008.skeleton,8,35
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C003P017R001A032.skeleton,32,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C002P007R001A002.skeleton,2,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P023R001A009.skeleton,9,23
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P021R001A049.skeleton,49,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P019R001A032.skeleton,32,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P036R001A048.skeleton,48,36
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P015R001A008.skeleton,8,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P025R001A041.skeleton,41,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P039R001A035.skeleton,35,39
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C002P016R001A018.skeleton,18,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C002P016R001A016.skeleton,16,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C003P025R001A015.skeleton,15,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P025R001A023.skeleton,23,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P017R001A026.skeleton,26,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C001P017R001A012.skeleton,12,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C001P007R001A039.skeleton,39,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P019R001A017.skeleton,17,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P018R001A016.skeleton,16,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P007R001A035.skeleton,35,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P016R001A013.skeleton,13,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P021R001A012.skeleton,12,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P019R001A048.skeleton,48,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P019R001A022.skeleton,22,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P003R001A042.skeleton,42,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P015R001A018.skeleton,18,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C001P015R001A037.skeleton,37,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P025R001A009.skeleton,9,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P015R001A012.skeleton,12,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P017R001A003.skeleton,3,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P025R001A029.skeleton,29,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P017R001A013.skeleton,13,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P021R001A019.skeleton,19,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P008R001A018.skeleton,18,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P016R001A030.skeleton,30,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C001P015R001A028.skeleton,28,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C002P025R001A019.skeleton,19,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C002P017R001A028.skeleton,28,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P001R001A028.skeleton,28,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C001P018R001A024.skeleton,24,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P006R001A027.skeleton,27,6
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P027R001A020.skeleton,20,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P013R001A041.skeleton,41,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C002P013R001A006.skeleton,6,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C001P003R001A013.skeleton,13,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P015R001A029.skeleton,29,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P001R001A049.skeleton,49,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P019R001A048.skeleton,48,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C001P017R001A049.skeleton,49,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P016R001A016.skeleton,16,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C003P019R001A033.skeleton,33,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P032R001A035.skeleton,35,32
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P004R001A003.skeleton,3,4
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C003P012R001A012.skeleton,12,12
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P031R001A008.skeleton,8,31
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P001R001A046.skeleton,46,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P016R001A014.skeleton,14,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P014R001A017.skeleton,17,14
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C002P007R001A044.skeleton,44,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P001R001A039.skeleton,39,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P033R001A048.skeleton,48,33
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P019R001A033.skeleton,33,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P026R001A029.skeleton,29,26
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P001R001A045.skeleton,45,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P037R001A044.skeleton,44,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P008R001A012.skeleton,12,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C003P020R001A020.skeleton,20,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P001R001A027.skeleton,27,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P008R001A034.skeleton,34,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P028R001A029.skeleton,29,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P030R001A004.skeleton,4,30
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P020R001A029.skeleton,29,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P029R001A043.skeleton,43,29
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P025R001A013.skeleton,13,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P002R001A002.skeleton,2,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P036R001A037.skeleton,37,36
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P007R001A015.skeleton,15,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C002P001R001A026.skeleton,26,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C001P007R001A043.skeleton,43,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P007R001A002.skeleton,2,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P008R001A005.skeleton,5,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C002P019R001A028.skeleton,28,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P028R001A044.skeleton,44,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C001P008R001A036.skeleton,36,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P017R001A042.skeleton,42,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P008R001A012.skeleton,12,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P027R001A022.skeleton,22,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C001P016R001A030.skeleton,30,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C001P008R001A024.skeleton,24,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P016R001A019.skeleton,19,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C003P007R001A046.skeleton,46,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P017R001A044.skeleton,44,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P008R001A011.skeleton,11,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P009R001A010.skeleton,10,9
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P025R001A018.skeleton,18,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C003P025R001A013.skeleton,13,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P025R001A032.skeleton,32,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C003P025R001A049.skeleton,49,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P019R001A004.skeleton,4,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C003P018R001A005.skeleton,5,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P037R001A034.skeleton,34,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P021R001A007.skeleton,7,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P015R001A002.skeleton,2,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P008R001A017.skeleton,17,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C003P020R001A030.skeleton,30,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P016R001A012.skeleton,12,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P008R001A001.skeleton,1,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C002P019R001A014.skeleton,14,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P016R001A035.skeleton,35,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P016R001A038.skeleton,38,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P016R001A028.skeleton,28,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P013R001A037.skeleton,37,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P015R001A021.skeleton,21,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C001P039R001A013.skeleton,13,39
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P013R001A017.skeleton,17,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C003P007R001A012.skeleton,12,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P022R001A035.skeleton,35,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P007R001A020.skeleton,20,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P006R001A031.skeleton,31,6
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C003P010R001A026.skeleton,26,10
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P037R001A022.skeleton,22,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P008R001A039.skeleton,39,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C002P016R001A044.skeleton,44,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C001P020R001A044.skeleton,44,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P008R001A030.skeleton,30,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P008R001A006.skeleton,6,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C002P017R001A035.skeleton,35,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C001P015R001A021.skeleton,21,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C002P007R001A038.skeleton,38,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P016R001A003.skeleton,3,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C003P025R001A034.skeleton,34,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P019R001A043.skeleton,43,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P007R001A004.skeleton,4,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P027R001A004.skeleton,4,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P008R001A038.skeleton,38,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C001P013R001A016.skeleton,16,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P017R001A011.skeleton,11,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P007R001A018.skeleton,18,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C002P018R001A045.skeleton,45,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P032R001A034.skeleton,34,32
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P015R001A047.skeleton,47,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P026R001A001.skeleton,1,26
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P035R001A027.skeleton,27,35
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C002P008R001A020.skeleton,20,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P009R001A009.skeleton,9,9
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P024R001A018.skeleton,18,24
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P010R001A039.skeleton,39,10
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P003R001A034.skeleton,34,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P037R001A032.skeleton,32,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P025R001A021.skeleton,21,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P019R001A003.skeleton,3,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P019R001A033.skeleton,33,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P007R001A030.skeleton,30,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P019R001A021.skeleton,21,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P008R001A045.skeleton,45,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C002P023R001A008.skeleton,8,23
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P032R001A019.skeleton,19,32
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P008R001A032.skeleton,32,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P003R001A012.skeleton,12,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P009R001A014.skeleton,14,9
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P037R001A048.skeleton,48,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C001P005R001A004.skeleton,4,5
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P011R001A019.skeleton,19,11
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C001P015R001A023.skeleton,23,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C001P019R001A011.skeleton,11,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P007R001A030.skeleton,30,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P018R001A004.skeleton,4,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P002R001A032.skeleton,32,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C002P008R001A016.skeleton,16,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P015R001A024.skeleton,24,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P008R001A039.skeleton,39,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P027R001A044.skeleton,44,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P017R001A008.skeleton,8,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P007R001A030.skeleton,30,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P028R001A012.skeleton,12,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P019R001A026.skeleton,26,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P021R001A009.skeleton,9,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C003P025R001A035.skeleton,35,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P019R001A043.skeleton,43,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P016R001A049.skeleton,49,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C003P003R001A015.skeleton,15,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P013R001A011.skeleton,11,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P025R001A048.skeleton,48,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P008R001A044.skeleton,44,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P025R001A014.skeleton,14,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P015R001A032.skeleton,32,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C001P001R001A022.skeleton,22,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P019R001A047.skeleton,47,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P025R001A032.skeleton,32,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P017R001A037.skeleton,37,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P007R001A015.skeleton,15,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C003P019R001A033.skeleton,33,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P008R001A045.skeleton,45,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P022R001A014.skeleton,14,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C001P016R001A046.skeleton,46,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C001P039R001A024.skeleton,24,39
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C003P003R001A028.skeleton,28,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P001R001A046.skeleton,46,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P017R001A007.skeleton,7,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P011R001A028.skeleton,28,11
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P019R001A014.skeleton,14,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P008R001A020.skeleton,20,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P015R001A046.skeleton,46,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C001P002R001A020.skeleton,20,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P019R001A020.skeleton,20,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C002P025R001A028.skeleton,28,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P007R001A027.skeleton,27,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P037R001A042.skeleton,42,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P028R001A015.skeleton,15,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P019R001A025.skeleton,25,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P017R001A034.skeleton,34,17
